subgenome,seqid,start,end,strand,gene_id,gene_name,product,attributes
sgC,NC_092316.1,52106928,52109012,-,gene-LOC113740399,LOC113740399,AAA-ATPase At3g28580-like,ID=gene-LOC113740399;Dbxref=GeneID:113740399;Name=LOC113740399;description=AAA-ATPase At3g28580-like;gbkey=Gene;gene=LOC113740399;gene_biotype=protein_coding
sgC,NC_092316.1,52110746,52115150,-,gene-LOC113740401,LOC113740401,hydroxyproline O-galactosyltransferase GALT6-like,ID=gene-LOC113740401;Dbxref=GeneID:113740401;Name=LOC113740401;description=hydroxyproline O-galactosyltransferase GALT6-like;gbkey=Gene;gene=LOC113740401;gene_biotype=protein_coding
sgC,NC_092316.1,52130181,52132054,+,gene-LOC113739354,LOC113739354,transcription factor MYB35-like,ID=gene-LOC113739354;Dbxref=GeneID:113739354;Name=LOC113739354;description=transcription factor MYB35-like;gbkey=Gene;gene=LOC113739354;gene_biotype=protein_coding
sgC,NC_092316.1,52132838,52136322,+,gene-LOC113738681,LOC113738681,uncharacterized LOC113738681,ID=gene-LOC113738681;Dbxref=GeneID:113738681;Name=LOC113738681;description=uncharacterized LOC113738681;gbkey=Gene;gene=LOC113738681;gene_biotype=protein_coding
sgC,NC_092316.1,52138086,52138892,-,gene-LOC113739355,LOC113739355,transcription factor TCP8-like,ID=gene-LOC113739355;Dbxref=GeneID:113739355;Name=LOC113739355;description=transcription factor TCP8-like;gbkey=Gene;gene=LOC113739355;gene_biotype=protein_coding
sgC,NC_092316.1,52140191,52142137,+,gene-LOC113738792,LOC113738792,uncharacterized LOC113738792,ID=gene-LOC113738792;Dbxref=GeneID:113738792;Name=LOC113738792;description=uncharacterized LOC113738792;gbkey=Gene;gene=LOC113738792;gene_biotype=protein_coding
sgC,NC_092316.1,52144807,52149044,+,gene-LOC113738367,LOC113738367,transcription factor BHLH089-like,ID=gene-LOC113738367;Dbxref=GeneID:113738367;Name=LOC113738367;description=transcription factor BHLH089-like;gbkey=Gene;gene=LOC113738367;gene_biotype=protein_coding
sgE,NC_092317.1,7506571,7525860,-,gene-LOC113741920,LOC113741920,probable cyclic nucleotide-gated ion channel 20%2C chloroplastic,ID=gene-LOC113741920;Dbxref=GeneID:113741920;Name=LOC113741920;description=probable cyclic nucleotide-gated ion channel 20%2C chloroplastic;gbkey=Gene;gene=LOC113741920;gene_biotype=protein_coding
sgE,NC_092317.1,7532249,7536265,+,gene-LOC140005994,LOC140005994,uncharacterized LOC140005994,ID=gene-LOC140005994;Dbxref=GeneID:140005994;Name=LOC140005994;description=uncharacterized LOC140005994;gbkey=Gene;gene=LOC140005994;gene_biotype=lncRNA
sgE,NC_092317.1,7541501,7544500,+,gene-LOC113742590,LOC113742590,elongation factor 1-alpha-like,ID=gene-LOC113742590;Dbxref=GeneID:113742590;Name=LOC113742590;description=elongation factor 1-alpha-like;gbkey=Gene;gene=LOC113742590;gene_biotype=protein_coding
sgE,NC_092317.1,7547664,7549137,+,gene-LOC113742983,LOC113742983,mitochondrial import inner membrane translocase subunit TIM14-3-like,ID=gene-LOC113742983;Dbxref=GeneID:113742983;Name=LOC113742983;description=mitochondrial import inner membrane translocase subunit TIM14-3-like;gbkey=Gene;gene=LOC113742983;gene_biotype=protein_coding
sgE,NC_092317.1,7549927,7555687,+,gene-LOC113741177,LOC113741177,D-cysteine desulfhydrase 1%2C mitochondrial,ID=gene-LOC113741177;Dbxref=GeneID:113741177;Name=LOC113741177;description=D-cysteine desulfhydrase 1%2C mitochondrial;gbkey=Gene;gene=LOC113741177;gene_biotype=protein_coding
sgE,NC_092317.1,7559745,7570023,+,gene-LOC113741941,LOC113741941,uncharacterized LOC113741941,ID=gene-LOC113741941;Dbxref=GeneID:113741941;Name=LOC113741941;description=uncharacterized LOC113741941;gbkey=Gene;gene=LOC113741941;gene_biotype=protein_coding
sgE,NC_092317.1,7572142,7573490,+,gene-LOC113742853,LOC113742853,protein LURP-one-related 8-like,ID=gene-LOC113742853;Dbxref=GeneID:113742853;Name=LOC113742853;description=protein LURP-one-related 8-like;gbkey=Gene;gene=LOC113742853;gene_biotype=protein_coding
sgE,NC_092317.1,7575290,7585783,+,gene-LOC113742367,LOC113742367,uncharacterized LOC113742367,ID=gene-LOC113742367;Dbxref=GeneID:113742367;Name=LOC113742367;description=uncharacterized LOC113742367;gbkey=Gene;gene=LOC113742367;gene_biotype=protein_coding
sgE,NC_092317.1,7595686,7596147,-,gene-LOC140005440,LOC140005440,uncharacterized LOC140005440,ID=gene-LOC140005440;Dbxref=GeneID:140005440;Name=LOC140005440;description=uncharacterized LOC140005440;gbkey=Gene;gene=LOC140005440;gene_biotype=protein_coding
sgE,NC_092317.1,7604619,7607216,-,gene-LOC113741528,LOC113741528,transcription factor MYB54-like,ID=gene-LOC113741528;Dbxref=GeneID:113741528;Name=LOC113741528;description=transcription factor MYB54-like;gbkey=Gene;gene=LOC113741528;gene_biotype=protein_coding
sgE,NC_092317.1,7614458,7620169,-,gene-LOC113741829,LOC113741829,DNA polymerase epsilon subunit B,ID=gene-LOC113741829;Dbxref=GeneID:113741829;Name=LOC113741829;description=DNA polymerase epsilon subunit B;gbkey=Gene;gene=LOC113741829;gene_biotype=protein_coding
sgE,NC_092317.1,7621048,7625702,-,gene-LOC113743049,LOC113743049,glutamate decarboxylase,ID=gene-LOC113743049;Dbxref=GeneID:113743049;Name=LOC113743049;description=glutamate decarboxylase;gbkey=Gene;gene=LOC113743049;gene_biotype=protein_coding
sgE,NC_092317.1,7630880,7633779,+,gene-LOC113742345,LOC113742345,probable arabinose 5-phosphate isomerase,ID=gene-LOC113742345;Dbxref=GeneID:113742345;Name=LOC113742345;description=probable arabinose 5-phosphate isomerase;gbkey=Gene;gene=LOC113742345;gene_biotype=protein_coding
sgE,NC_092317.1,7634860,7637185,+,gene-LOC113741797,LOC113741797,thylakoid lumenal 17.9 kDa protein%2C chloroplastic-like,ID=gene-LOC113741797;Dbxref=GeneID:113741797;Name=LOC113741797;description=thylakoid lumenal 17.9 kDa protein%2C chloroplastic-like;gbkey=Gene;gene=LOC113741797;gene_biotype=protein_coding
sgE,NC_092317.1,7637890,7644705,+,gene-LOC113742114,LOC113742114,uncharacterized LOC113742114,ID=gene-LOC113742114;Dbxref=GeneID:113742114;Name=LOC113742114;description=uncharacterized LOC113742114;gbkey=Gene;gene=LOC113742114;gene_biotype=protein_coding
sgE,NC_092317.1,7645048,7648536,-,gene-LOC113742117,LOC113742117,protein REDOX 2,ID=gene-LOC113742117;Dbxref=GeneID:113742117;Name=LOC113742117;description=protein REDOX 2;gbkey=Gene;gene=LOC113742117;gene_biotype=protein_coding
sgE,NC_092317.1,7648734,7649096,-,gene-LOC113740673,LOC113740673,protein REDOX 2-like,ID=gene-LOC113740673;Dbxref=GeneID:113740673;Name=LOC113740673;description=protein REDOX 2-like;gbkey=Gene;gene=LOC113740673;gene_biotype=protein_coding
sgE,NC_092317.1,7652264,7655605,-,gene-LOC113742119,LOC113742119,protein REDOX 2-like,ID=gene-LOC113742119;Dbxref=GeneID:113742119;Name=LOC113742119;description=protein REDOX 2-like;gbkey=Gene;gene=LOC113742119;gene_biotype=protein_coding
sgE,NC_092317.1,7656809,7659883,-,gene-LOC113742118,LOC113742118,protein REDOX 2-like,ID=gene-LOC113742118;Dbxref=GeneID:113742118;Name=LOC113742118;description=protein REDOX 2-like;gbkey=Gene;gene=LOC113742118;gene_biotype=protein_coding
sgE,NC_092317.1,7667951,7669696,+,gene-LOC113740674,LOC113740674,CASP-like protein 4D1,ID=gene-LOC113740674;Dbxref=GeneID:113740674;Name=LOC113740674;description=CASP-like protein 4D1;gbkey=Gene;gene=LOC113740674;gene_biotype=protein_coding
sgE,NC_092317.1,7679953,7683118,+,gene-LOC113741878,LOC113741878,protein indeterminate-domain 16-like,ID=gene-LOC113741878;Dbxref=GeneID:113741878;Name=LOC113741878;description=protein indeterminate-domain 16-like;gbkey=Gene;gene=LOC113741878;gene_biotype=protein_coding
sgE,NC_092317.1,7699565,7701519,-,gene-LOC113742954,LOC113742954,protein BASIC PENTACYSTEINE2,ID=gene-LOC113742954;Dbxref=GeneID:113742954;Name=LOC113742954;description=protein BASIC PENTACYSTEINE2;gbkey=Gene;gene=LOC113742954;gene_biotype=protein_coding
sgE,NC_092317.1,7711182,7711952,+,gene-LOC140005701,LOC140005701,zinc-finger homeodomain protein 11-like,ID=gene-LOC140005701;Dbxref=GeneID:140005701;Name=LOC140005701;description=zinc-finger homeodomain protein 11-like;gbkey=Gene;gene=LOC140005701;gene_biotype=protein_coding
sgE,NC_092317.1,7719372,7721836,+,gene-LOC113742537,LOC113742537,pentatricopeptide repeat-containing protein At5g43790,ID=gene-LOC113742537;Dbxref=GeneID:113742537;Name=LOC113742537;description=pentatricopeptide repeat-containing protein At5g43790;gbkey=Gene;gene=LOC113742537;gene_biotype=protein_coding
sgE,NC_092317.1,7722233,7724566,-,gene-LOC113742538,LOC113742538,calmodulin,ID=gene-LOC113742538;Dbxref=GeneID:113742538;Name=LOC113742538;description=calmodulin;gbkey=Gene;gene=LOC113742538;gene_biotype=protein_coding
sgE,NC_092317.1,7733709,7743753,-,gene-LOC113742259,LOC113742259,putative 3%2C4-dihydroxy-2-butanone kinase,ID=gene-LOC113742259;Dbxref=GeneID:113742259;Name=LOC113742259;description=putative 3%2C4-dihydroxy-2-butanone kinase;gbkey=Gene;gene=LOC113742259;gene_biotype=protein_coding
sgE,NC_092317.1,7750504,7757531,-,gene-LOC113741735,LOC113741735,pentatricopeptide repeat-containing protein At1g73400%2C mitochondrial-like,ID=gene-LOC113741735;Dbxref=GeneID:113741735;Name=LOC113741735;description=pentatricopeptide repeat-containing protein At1g73400%2C mitochondrial-like;gbkey=Gene;gene=LOC113741735;gene_biotype=protein_coding
sgE,NC_092317.1,7752274,7754506,+,gene-LOC113740675,LOC113740675,uncharacterized LOC113740675,ID=gene-LOC113740675;Dbxref=GeneID:113740675;Name=LOC113740675;description=uncharacterized LOC113740675;gbkey=Gene;gene=LOC113740675;gene_biotype=protein_coding
sgE,NC_092317.1,7757527,7760840,+,gene-LOC113741737,LOC113741737,uncharacterized LOC113741737,ID=gene-LOC113741737;Dbxref=GeneID:113741737;Name=LOC113741737;description=uncharacterized LOC113741737;gbkey=Gene;gene=LOC113741737;gene_biotype=protein_coding
sgE,NC_092317.1,7761739,7768440,-,gene-LOC113741736,LOC113741736,uncharacterized LOC113741736,ID=gene-LOC113741736;Dbxref=GeneID:113741736;Name=LOC113741736;description=uncharacterized LOC113741736;gbkey=Gene;gene=LOC113741736;gene_biotype=protein_coding
sgE,NC_092317.1,7771444,7773663,-,gene-LOC113741493,LOC113741493,purple acid phosphatase 17-like,ID=gene-LOC113741493;Dbxref=GeneID:113741493;Name=LOC113741493;description=purple acid phosphatase 17-like;gbkey=Gene;gene=LOC113741493;gene_biotype=protein_coding
sgE,NC_092317.1,7776510,7779858,-,gene-LOC113742644,LOC113742644,UV-B-induced protein At3g17800%2C chloroplastic,ID=gene-LOC113742644;Dbxref=GeneID:113742644;Name=LOC113742644;description=UV-B-induced protein At3g17800%2C chloroplastic;gbkey=Gene;gene=LOC113742644;gene_biotype=protein_coding
sgE,NC_092317.1,7786396,7789289,+,gene-LOC113741583,LOC113741583,uncharacterized LOC113741583,ID=gene-LOC113741583;Dbxref=GeneID:113741583;Name=LOC113741583;description=uncharacterized LOC113741583;gbkey=Gene;gene=LOC113741583;gene_biotype=protein_coding
sgE,NC_092317.1,7789747,7792710,+,gene-LOC113742992,LOC113742992,uncharacterized LOC113742992,ID=gene-LOC113742992;Dbxref=GeneID:113742992;Name=LOC113742992;description=uncharacterized LOC113742992;gbkey=Gene;gene=LOC113742992;gene_biotype=protein_coding
sgE,NC_092317.1,7792900,7793217,+,gene-LOC140005996,LOC140005996,uncharacterized LOC140005996,ID=gene-LOC140005996;Dbxref=GeneID:140005996;Name=LOC140005996;description=uncharacterized LOC140005996;gbkey=Gene;gene=LOC140005996;gene_biotype=lncRNA
sgE,NC_092317.1,7795038,7801687,+,gene-LOC113741526,LOC113741526,extra-large guanine nucleotide-binding protein 3,ID=gene-LOC113741526;Dbxref=GeneID:113741526;Name=LOC113741526;description=extra-large guanine nucleotide-binding protein 3;gbkey=Gene;gene=LOC113741526;gene_biotype=protein_coding
sgE,NC_092317.1,7802193,7804757,-,gene-LOC113742802,LOC113742802,uncharacterized LOC113742802,ID=gene-LOC113742802;Dbxref=GeneID:113742802;Name=LOC113742802;description=uncharacterized LOC113742802;gbkey=Gene;gene=LOC113742802;gene_biotype=protein_coding
sgE,NC_092317.1,7809393,7816347,-,gene-LOC113741587,LOC113741587,potassium channel SKOR,ID=gene-LOC113741587;Dbxref=GeneID:113741587;Name=LOC113741587;description=potassium channel SKOR;gbkey=Gene;gene=LOC113741587;gene_biotype=protein_coding
sgE,NC_092317.1,7824738,7826084,+,gene-LOC113743045,LOC113743045,mitogen-activated protein kinase kinase 9,ID=gene-LOC113743045;Dbxref=GeneID:113743045;Name=LOC113743045;description=mitogen-activated protein kinase kinase 9;gbkey=Gene;gene=LOC113743045;gene_biotype=protein_coding
sgE,NC_092317.1,7841443,7845100,+,gene-LOC113742710,LOC113742710,dihydropyrimidine dehydrogenase (NADP(+))%2C chloroplastic,ID=gene-LOC113742710;Dbxref=GeneID:113742710;Name=LOC113742710;description=dihydropyrimidine dehydrogenase (NADP(+))%2C chloroplastic;gbkey=Gene;gene=LOC113742710;gene_biotype=protein_coding
sgE,NC_092317.1,7846497,7849621,+,gene-LOC113742287,LOC113742287,small ribosomal subunit protein eS1-like,ID=gene-LOC113742287;Dbxref=GeneID:113742287;Name=LOC113742287;description=small ribosomal subunit protein eS1-like;gbkey=Gene;gene=LOC113742287;gene_biotype=protein_coding
sgE,NC_092317.1,7849744,7855482,-,gene-LOC113742285,LOC113742285,potassium transporter 25,ID=gene-LOC113742285;Dbxref=GeneID:113742285;Name=LOC113742285;description=potassium transporter 25;gbkey=Gene;gene=LOC113742285;gene_biotype=protein_coding
sgE,NC_092317.1,7860763,7864083,+,gene-LOC113742286,LOC113742286,mitochondrial phosphate carrier protein 3%2C mitochondrial-like,ID=gene-LOC113742286;Dbxref=GeneID:113742286;Name=LOC113742286;description=mitochondrial phosphate carrier protein 3%2C mitochondrial-like;gbkey=Gene;gene=LOC113742286;gene_biotype=protein_coding
sgE,NC_092317.1,7866448,7870182,+,gene-LOC113741915,LOC113741915,mitochondrial phosphate carrier protein 3%2C mitochondrial-like,ID=gene-LOC113741915;Dbxref=GeneID:113741915;Name=LOC113741915;description=mitochondrial phosphate carrier protein 3%2C mitochondrial-like;gbkey=Gene;gene=LOC113741915;gene_biotype=protein_coding
sgE,NC_092317.1,7870948,7871021,+,gene-TRNAW-CCA-5,TRNAW-CCA,transfer RNA tryptophan (anticodon CCA),ID=gene-TRNAW-CCA-5;Dbxref=GeneID:113743166;Name=TRNAW-CCA;description=transfer RNA tryptophan (anticodon CCA);gbkey=Gene;gene=TRNAW-CCA;gene_biotype=tRNA
sgE,NC_092317.1,7871119,7877418,-,gene-LOC113741306,LOC113741306,uncharacterized LOC113741306,ID=gene-LOC113741306;Dbxref=GeneID:113741306;Name=LOC113741306;description=uncharacterized LOC113741306;gbkey=Gene;gene=LOC113741306;gene_biotype=protein_coding
sgE,NC_092317.1,7895125,7900604,+,gene-LOC113740599,LOC113740599,basic helix-loop-helix protein 80,ID=gene-LOC113740599;Dbxref=GeneID:113740599;Name=LOC113740599;description=basic helix-loop-helix protein 80;gbkey=Gene;gene=LOC113740599;gene_biotype=protein_coding
sgE,NC_092317.1,7909988,7913608,-,gene-LOC113740606,LOC113740606,probable plastid-lipid-associated protein 8%2C chloroplastic,ID=gene-LOC113740606;Dbxref=GeneID:113740606;Name=LOC113740606;description=probable plastid-lipid-associated protein 8%2C chloroplastic;gbkey=Gene;gene=LOC113740606;gene_biotype=protein_coding
sgE,NC_092317.1,7913837,7921209,+,gene-LOC113742911,LOC113742911,sialyltransferase-like protein 2,ID=gene-LOC113742911;Dbxref=GeneID:113742911;Name=LOC113742911;description=sialyltransferase-like protein 2;gbkey=Gene;gene=LOC113742911;gene_biotype=protein_coding
sgE,NC_092317.1,7922423,7924006,+,gene-LOC113741517,LOC113741517,uncharacterized LOC113741517,ID=gene-LOC113741517;Dbxref=GeneID:113741517;Name=LOC113741517;description=uncharacterized LOC113741517;gbkey=Gene;gene=LOC113741517;gene_biotype=protein_coding
sgE,NC_092317.1,7925919,7930854,-,gene-LOC113742335,LOC113742335,long chain base biosynthesis protein 2a,ID=gene-LOC113742335;Dbxref=GeneID:113742335;Name=LOC113742335;description=long chain base biosynthesis protein 2a;gbkey=Gene;gene=LOC113742335;gene_biotype=protein_coding
sgE,NC_092317.1,7932697,7934322,-,gene-LOC113740677,LOC113740677,uncharacterized LOC113740677,ID=gene-LOC113740677;Dbxref=GeneID:113740677;Name=LOC113740677;description=uncharacterized LOC113740677;gbkey=Gene;gene=LOC113740677;gene_biotype=protein_coding
sgE,NC_092317.1,7970522,7972804,+,gene-LOC113742343,LOC113742343,uncharacterized LOC113742343,ID=gene-LOC113742343;Dbxref=GeneID:113742343;Name=LOC113742343;description=uncharacterized LOC113742343;gbkey=Gene;gene=LOC113742343;gene_biotype=protein_coding
sgE,NC_092317.1,7978311,7980138,-,gene-LOC113741175,LOC113741175,CASP-like protein 1F1,ID=gene-LOC113741175;Dbxref=GeneID:113741175;Name=LOC113741175;description=CASP-like protein 1F1;gbkey=Gene;gene=LOC113741175;gene_biotype=protein_coding
sgE,NC_092317.1,7980887,7982157,-,gene-LOC113741283,LOC113741283,CASP-like protein 1F1,ID=gene-LOC113741283;Dbxref=GeneID:113741283;Name=LOC113741283;description=CASP-like protein 1F1;gbkey=Gene;gene=LOC113741283;gene_biotype=protein_coding
sgE,NC_092317.1,7984665,7992109,-,gene-LOC113742833,LOC113742833,uncharacterized LOC113742833,ID=gene-LOC113742833;Dbxref=GeneID:113742833;Name=LOC113742833;description=uncharacterized LOC113742833;gbkey=Gene;gene=LOC113742833;gene_biotype=protein_coding
sgE,NC_092317.1,7996203,8002859,+,gene-LOC113742635,LOC113742635,uncharacterized LOC113742635,ID=gene-LOC113742635;Dbxref=GeneID:113742635;Name=LOC113742635;description=uncharacterized LOC113742635;gbkey=Gene;gene=LOC113742635;gene_biotype=protein_coding
sgE,NC_092317.1,8003411,8006684,+,gene-LOC113741584,LOC113741584,uncharacterized LOC113741584,ID=gene-LOC113741584;Dbxref=GeneID:113741584;Name=LOC113741584;description=uncharacterized LOC113741584;gbkey=Gene;gene=LOC113741584;gene_biotype=protein_coding
sgE,NC_092317.1,8008741,8013968,+,gene-LOC140006001,LOC140006001,ubiquitin-conjugating enzyme E2 27-like,ID=gene-LOC140006001;Dbxref=GeneID:140006001;Name=LOC140006001;description=ubiquitin-conjugating enzyme E2 27-like;gbkey=Gene;gene=LOC140006001;gene_biotype=protein_coding
sgE,NC_092317.1,8014566,8016808,+,gene-LOC140006000,LOC140006000,UBP1-associated protein 2B-like,ID=gene-LOC140006000;Dbxref=GeneID:140006000;Name=LOC140006000;description=UBP1-associated protein 2B-like;gbkey=Gene;gene=LOC140006000;gene_biotype=protein_coding
sgE,NC_092317.1,8017207,8018880,-,gene-LOC140006002,LOC140006002,uncharacterized LOC140006002,ID=gene-LOC140006002;Dbxref=GeneID:140006002;Name=LOC140006002;description=uncharacterized LOC140006002;gbkey=Gene;gene=LOC140006002;gene_biotype=lncRNA
sgE,NC_092317.1,8030370,8036457,+,gene-LOC113742770,LOC113742770,probable serine/threonine-protein kinase At1g54610,ID=gene-LOC113742770;Dbxref=GeneID:113742770;Name=LOC113742770;description=probable serine/threonine-protein kinase At1g54610;gbkey=Gene;gene=LOC113742770;gene_biotype=protein_coding
sgE,NC_092317.1,8038925,8045276,-,gene-LOC113742351,LOC113742351,pyruvate dehydrogenase E1 component subunit beta-1%2C mitochondrial,ID=gene-LOC113742351;Dbxref=GeneID:113742351;Name=LOC113742351;description=pyruvate dehydrogenase E1 component subunit beta-1%2C mitochondrial;gbkey=Gene;gene=LOC113742351;gene_biotype=protein_coding
sgE,NC_092317.1,8056829,8057554,+,gene-LOC113741774,LOC113741774,uncharacterized LOC113741774,ID=gene-LOC113741774;Dbxref=GeneID:113741774;Name=LOC113741774;description=uncharacterized LOC113741774;gbkey=Gene;gene=LOC113741774;gene_biotype=lncRNA
sgE,NC_092317.1,8063549,8064297,+,gene-LOC113741705,LOC113741705,uncharacterized LOC113741705,ID=gene-LOC113741705;Dbxref=GeneID:113741705;Name=LOC113741705;description=uncharacterized LOC113741705;gbkey=Gene;gene=LOC113741705;gene_biotype=lncRNA
sgE,NC_092317.1,8067137,8067718,+,gene-LOC113740678,LOC113740678,uncharacterized LOC113740678,ID=gene-LOC113740678;Dbxref=GeneID:113740678;Name=LOC113740678;description=uncharacterized LOC113740678;gbkey=Gene;gene=LOC113740678;gene_biotype=protein_coding
sgE,NC_092317.1,8072491,8074745,-,gene-LOC113741892,LOC113741892,omega-hydroxypalmitate O-feruloyl transferase,ID=gene-LOC113741892;Dbxref=GeneID:113741892;Name=LOC113741892;description=omega-hydroxypalmitate O-feruloyl transferase;gbkey=Gene;gene=LOC113741892;gene_biotype=protein_coding
sgE,NC_092317.1,8077739,8084509,-,gene-LOC113742341,LOC113742341,DEK domain-containing chromatin-associated protein 1,ID=gene-LOC113742341;Dbxref=GeneID:113742341;Name=LOC113742341;description=DEK domain-containing chromatin-associated protein 1;gbkey=Gene;gene=LOC113742341;gene_biotype=protein_coding
sgE,NC_092317.1,8102418,8102921,+,gene-LOC113740588,LOC113740588,protein SMALL AUXIN UP-REGULATED RNA 9-like,ID=gene-LOC113740588;Dbxref=GeneID:113740588;Name=LOC113740588;description=protein SMALL AUXIN UP-REGULATED RNA 9-like;gbkey=Gene;gene=LOC113740588;gene_biotype=protein_coding
sgE,NC_092317.1,8107829,8120216,+,gene-LOC113742750,LOC113742750,protein MICRORCHIDIA 7,ID=gene-LOC113742750;Dbxref=GeneID:113742750;Name=LOC113742750;description=protein MICRORCHIDIA 7;gbkey=Gene;gene=LOC113742750;gene_biotype=protein_coding
sgE,NC_092317.1,8126992,8129670,+,gene-LOC113740679,LOC113740679,protein TAPETUM DETERMINANT 1-like,ID=gene-LOC113740679;Dbxref=GeneID:113740679;Name=LOC113740679;description=protein TAPETUM DETERMINANT 1-like;gbkey=Gene;gene=LOC113740679;gene_biotype=protein_coding
sgE,NC_092317.1,8140444,8140959,-,gene-LOC113740680,LOC113740680,uncharacterized LOC113740680,ID=gene-LOC113740680;Dbxref=GeneID:113740680;Name=LOC113740680;description=uncharacterized LOC113740680;gbkey=Gene;gene=LOC113740680;gene_biotype=protein_coding
sgE,NC_092317.1,8142614,8143260,-,gene-LOC113741661,LOC113741661,uncharacterized LOC113741661,ID=gene-LOC113741661;Dbxref=GeneID:113741661;Name=LOC113741661;description=uncharacterized LOC113741661;gbkey=Gene;gene=LOC113741661;gene_biotype=lncRNA
sgE,NC_092317.1,8150611,8152451,-,gene-LOC113740591,LOC113740591,bidirectional sugar transporter SWEET14-like,ID=gene-LOC113740591;Dbxref=GeneID:113740591;Name=LOC113740591;description=bidirectional sugar transporter SWEET14-like;gbkey=Gene;gene=LOC113740591;gene_biotype=protein_coding
sgE,NC_092317.1,8162183,8164196,-,gene-LOC113741543,LOC113741543,bidirectional sugar transporter SWEET10-like,ID=gene-LOC113741543;Dbxref=GeneID:113741543;Name=LOC113741543;description=bidirectional sugar transporter SWEET10-like;gbkey=Gene;gene=LOC113741543;gene_biotype=protein_coding
sgE,NC_092317.1,8166815,8166886,-,gene-TRNAQ-UUG-4,TRNAQ-UUG,transfer RNA glutamine (anticodon UUG),ID=gene-TRNAQ-UUG-4;Dbxref=GeneID:113743158;Name=TRNAQ-UUG;description=transfer RNA glutamine (anticodon UUG);gbkey=Gene;gene=TRNAQ-UUG;gene_biotype=tRNA
sgE,NC_092317.1,8176201,8177654,+,gene-LOC113740681,LOC113740681,bidirectional sugar transporter SWEET15-like,ID=gene-LOC113740681;Dbxref=GeneID:113740681;Name=LOC113740681;description=bidirectional sugar transporter SWEET15-like;gbkey=Gene;gene=LOC113740681;gene_biotype=protein_coding
sgE,NC_092317.1,8181021,8186586,+,gene-LOC113742759,LOC113742759,probable protein S-acyltransferase 7,ID=gene-LOC113742759;Dbxref=GeneID:113742759;Name=LOC113742759;description=probable protein S-acyltransferase 7;gbkey=Gene;gene=LOC113742759;gene_biotype=protein_coding
sgE,NC_092317.1,8187179,8189982,-,gene-LOC113741596,LOC113741596,mitochondrial import inner membrane translocase subunit TIM8,ID=gene-LOC113741596;Dbxref=GeneID:113741596;Name=LOC113741596;description=mitochondrial import inner membrane translocase subunit TIM8;gbkey=Gene;gene=LOC113741596;gene_biotype=protein_coding
sgE,NC_092317.1,8195281,8197155,+,gene-LOC113741627,LOC113741627,NAC domain-containing protein 83,ID=gene-LOC113741627;Dbxref=GeneID:113741627;Name=LOC113741627;description=NAC domain-containing protein 83;gbkey=Gene;gene=LOC113741627;gene_biotype=protein_coding
sgE,NC_092317.1,8198440,8200285,+,gene-LOC113740682,LOC113740682,protein STRICTOSIDINE SYNTHASE-LIKE 12-like,ID=gene-LOC113740682;Dbxref=GeneID:113740682;Name=LOC113740682;description=protein STRICTOSIDINE SYNTHASE-LIKE 12-like;gbkey=Gene;gene=LOC113740682;gene_biotype=protein_coding
sgE,NC_092317.1,8205851,8207376,+,gene-LOC113740683,LOC113740683,uncharacterized LOC113740683,ID=gene-LOC113740683;Dbxref=GeneID:113740683;Name=LOC113740683;description=uncharacterized LOC113740683;gbkey=Gene;gene=LOC113740683;gene_biotype=protein_coding
sgE,NC_092317.1,8208744,8216082,-,gene-LOC113741522,LOC113741522,uncharacterized LOC113741522,ID=gene-LOC113741522;Dbxref=GeneID:113741522;Name=LOC113741522;description=uncharacterized LOC113741522;gbkey=Gene;gene=LOC113741522;gene_biotype=protein_coding
sgE,NC_092317.1,8221571,8224735,-,gene-LOC113741160,LOC113741160,uncharacterized LOC113741160,ID=gene-LOC113741160;Dbxref=GeneID:113741160;Name=LOC113741160;description=uncharacterized LOC113741160;gbkey=Gene;gene=LOC113741160;gene_biotype=protein_coding
sgE,NC_092317.1,8229806,8231450,-,gene-LOC113740563,LOC113740563,HVA22-like protein e,ID=gene-LOC113740563;Dbxref=GeneID:113740563;Name=LOC113740563;description=HVA22-like protein e;gbkey=Gene;gene=LOC113740563;gene_biotype=protein_coding
sgE,NC_092317.1,8236026,8239051,+,gene-LOC113741272,LOC113741272,palmitoyl-acyl carrier protein thioesterase%2C chloroplastic,ID=gene-LOC113741272;Dbxref=GeneID:113741272;Name=LOC113741272;description=palmitoyl-acyl carrier protein thioesterase%2C chloroplastic;gbkey=Gene;gene=LOC113741272;gene_biotype=protein_coding
sgE,NC_092317.1,8253561,8256600,+,gene-LOC140006003,LOC140006003,uncharacterized LOC140006003,ID=gene-LOC140006003;Dbxref=GeneID:140006003;Name=LOC140006003;description=uncharacterized LOC140006003;gbkey=Gene;gene=LOC140006003;gene_biotype=protein_coding
sgE,NC_092317.1,8268592,8271022,-,gene-LOC113743011,LOC113743011,UDP-arabinopyranose mutase 1-like,ID=gene-LOC113743011;Dbxref=GeneID:113743011;Name=LOC113743011;description=UDP-arabinopyranose mutase 1-like;gbkey=Gene;gene=LOC113743011;gene_biotype=protein_coding
sgE,NC_092317.1,8276095,8281075,-,gene-LOC140006004,LOC140006004,uncharacterized LOC140006004,ID=gene-LOC140006004;Dbxref=GeneID:140006004;Name=LOC140006004;description=uncharacterized LOC140006004;gbkey=Gene;gene=LOC140006004;gene_biotype=protein_coding
